web-scraper-order,web-scraper-start-url,apartamente,apartamente-href,no_of_rooms,surface,no_of_bathrooms,partitioning,price,no_of_terraces,cartier,title,age,user_id,city,county
1628179194-696,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Garsoniera decomandata, 26 mp, zona Parang",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz63243ai,1,26,1,Decomandat,200,1,Manastur,"Garsoniera decomandata, 26 mp, zona Parang", Vechi,1,Cluj,Cluj-Napoca
1628179890-996,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament cu 2 camere, 52 mp, 2 garaje, imobil nou, zona strazii Borhanciului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-borhanci-blitz26859ai,2,52,1,Decomandat,400,1,Borhanci,"Apartament cu 2 camere, 52 mp, 2 garaje, imobil nou, zona strazii Borhanciului", Nou,1,Cluj,Cluj-Napoca
1628179526-839,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 3 camere, etaj intermediar, 70 mp, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz64713ai,3,70,1,Semidecomandat,350,1,Gheorgheni,"Apartament 3 camere, etaj intermediar, 70 mp, zona Iulius Mall", Vechi,1,Cluj,Cluj-Napoca
1628179649-892,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament 2 camere decomandate, balcon, zona străzii Nicolae Pascaly",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz66029ai,2,60,1,Decomandat,450,1,Gheorgheni,"Apartament 2 camere decomandate, balcon, zona străzii Nicolae Pascaly", Vechi,1,Cluj,Cluj-Napoca
1628178898-569,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament cu 2 camere, 60 mp, zona strazii Horea",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz62582ai,2,60,1,Semidecomandat,400,1,Central,"Apartament cu 2 camere, 60 mp, zona strazii Horea", Nou,1,Cluj,Cluj-Napoca
1628179546-848,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 1 camera, 50 mp utili, zona strazii Jupiter",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-baciu-blitz65973ai,1,50,1,Semidecomandat,270,1,Baciu,"Apartament 1 camera, 50 mp utili, zona strazii Jupiter", Nou,1,Cluj,Cluj-Napoca
1628179181-690,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament superb cu 2 camere, 60 mp, terasa, garaj, zona Platinia",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz62975ai,2,60,1,Semidecomandat,700,1,Central,"Apartament superb cu 2 camere, 60 mp, terasa, garaj, zona Platinia", Nou,1,Cluj,Cluj-Napoca
1628179884-993,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"3 camere, 72 mp, parcare subterana, pet friendly, zona strazii Buna Ziua",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-buna-ziua-blitz62346ai,3,72,1,Semidecomandat,450,1,Buna Ziua,"3 camere, 72 mp, parcare subterana, pet friendly, zona strazii Buna Ziua", Nou,1,Cluj,Cluj-Napoca
1628179154-678,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 2 camere decomandate, 52 mp, cartier Zorilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz61343ai,2,52,1,Decomandat,320,1,Zorilor,"Apartament 2 camere decomandate, 52 mp, cartier Zorilor", Vechi,1,Cluj,Cluj-Napoca
1628179284-735,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament elegant, 54 mp, prima inchiriere, parcare, zona buna",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz65408ai,2,64,1,Semidecomandat,330,1,Floresti,"Apartament elegant, 54 mp, prima inchiriere, parcare, zona buna", Nou,1,Cluj,Cluj-Napoca
1628179321-750,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament cu 3 camere, decomandat, 76 mp, Pet friendly, zona strazii Observatorului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz63247ai,3,76,2,Decomandat,380,1,Zorilor,"Apartament cu 3 camere, decomandat, 76 mp, Pet friendly, zona strazii Observatorului", Vechi,1,Cluj,Cluj-Napoca
1628180069-1073,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament cu o camera, decomandat, balcon, 38 mp, zona Calea Floresti",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz61604ai,1,38,1,Decomandat,225,0,Manastur,"Apartament cu o camera, decomandat, balcon, 38 mp, zona Calea Floresti", Vechi,1,Cluj,Cluj-Napoca
1628179433-799,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Garsoniera 22 mp, balcon, mobilata modern, zona Bisericii Calvaria",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-plopilor-blitz31625ai,1,22,1,Semidecomandat,250,1,Plopilor,"Garsoniera 22 mp, balcon, mobilata modern, zona Bisericii Calvaria", Vechi,1,Cluj,Cluj-Napoca
1628179620-880,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"De inchiriat 2 camere decomandate, 56 mp, imobil nou tip vila, zona Terapia",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz8315ai,2,56,1,Decomandat,300,0,Marasti,"De inchiriat 2 camere decomandate, 56 mp, imobil nou tip vila, zona Terapia", Nou,1,Cluj,Cluj-Napoca
1628178937-585,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament cu 3 camere, pet friendly, 65 mp, zona EXPO Transilvania",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz61431ai,3,65,2,Semidecomandat,390,0,Marasti,"Apartament cu 3 camere, pet friendly, 65 mp, zona EXPO Transilvania", Nou,1,Cluj,Cluj-Napoca
1628179262-725,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"3 camere decomandate, 63 mp, zona Calea Floresti !",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz13006ai,3,63,2,Decomandat,400,1,Manastur,"3 camere decomandate, 63 mp, zona Calea Floresti !", Vechi,1,Cluj,Cluj-Napoca
1628180114-1093,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 2 camere, 60 mp, terasa, A.C. , parcare, zona Dorobantilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz69319ai,2,60,1,Semidecomandat,470,0,Marasti,"Apartament 2 camere, 60 mp, terasa, A.C. , parcare, zona Dorobantilor", Nou,1,Cluj,Cluj-Napoca
1628179730-927,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 2 camere, 75 mp, imobil nou, parcare, zona Iulius Mall!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz15337ai,2,75,1,Semidecomandat,420,1,Marasti,"Apartament 2 camere, 75 mp, imobil nou, parcare, zona Iulius Mall!", Nou,1,Cluj,Cluj-Napoca
1628179841-975,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament 2 camere open space, curte privata, parcare, 31 mp, Marasti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz67425ai,2,31,1,Semidecomandat,300,0,Marasti,"Apartament 2 camere open space, curte privata, parcare, 31 mp, Marasti", Nou,1,Cluj,Cluj-Napoca
1628179521-837,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament cu 2 camere decomandat, 42 de mp, zona strazii Clabucet, Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz57403ai,2,42,1,Decomandat,300,1,Manastur,"Apartament cu 2 camere decomandat, 42 de mp, zona strazii Clabucet, Manastur", Vechi,1,Cluj,Cluj-Napoca
1628179345-761,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament de 2 camere, decomandat, 66 mp, parcare, zona Interservisan",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz68194ai,2,66,1,Decomandat,550,1,Gheorgheni,"Apartament de 2 camere, decomandat, 66 mp, parcare, zona Interservisan", Vechi,1,Cluj,Cluj-Napoca
1628179197-697,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 3 camere, garaj decomandat, 72 mp, zona strazii Gr. Alexandrescu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz51761ai,3,72,1,Decomandat,400,1,Manastur,"Apartament 3 camere, garaj decomandat, 72 mp, zona strazii Gr. Alexandrescu", Nou,1,Cluj,Cluj-Napoca
1628179816-964,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament 2 camere, decomandat, parcare, zona Piata Marasti. Disponibil din 15 Octombrie",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz38338ai,2,56,1,Decomandat,400,1,Marasti,"Apartament 2 camere, decomandat, parcare, zona Piata Marasti. Disponibil din 15 Octombrie", Vechi,1,Cluj,Cluj-Napoca
1628179295-740,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 2 camere, 30 mp, zona strazii Brancoveanu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz67960ai,2,30,1,Semidecomandat,230,0,Gheorgheni,"Apartament 2 camere, 30 mp, zona strazii Brancoveanu", Nou,1,Cluj,Cluj-Napoca
1628179974-1032,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Garsoniera 30 mp, decomandata, zona Spitalului de Recuperare",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz28550ai,1,30,1,Decomandat,250,1,Zorilor,"Garsoniera 30 mp, decomandata, zona Spitalului de Recuperare", Vechi,1,Cluj,Cluj-Napoca
1628178964-597,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"3 camere, decomandat, 58 mp, 2 locuri parcare, zona strazii Scortarilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz62196ai,3,58,1,Semidecomandat,320,0,Marasti,"3 camere, decomandat, 58 mp, 2 locuri parcare, zona strazii Scortarilor", Vechi,1,Cluj,Cluj-Napoca
1628179318-749,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"3 camere, 75 mp, mobilat modern, decomandat, zona Interservisan",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz5263ai,3,75,2,Decomandat,450,1,Gheorgheni,"3 camere, 75 mp, mobilat modern, decomandat, zona Interservisan", Vechi,1,Cluj,Cluj-Napoca
1628179802-958,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Garsoniera spatioasa, 30mp, zona BIG, Manastur",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz57671ai,1,30,1,Semidecomandat,250,0,Manastur,"Garsoniera spatioasa, 30mp, zona BIG, Manastur", Vechi,1,Cluj,Cluj-Napoca
1628179210-703,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament cu 2 camere, decoamndat, 60 mp, garaj, AC, zona strazii Constantin Brancusi",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz67795ai,2,60,1,Decomandat,599,1,Gheorgheni,"Apartament cu 2 camere, decoamndat, 60 mp, garaj, AC, zona strazii Constantin Brancusi", Nou,1,Cluj,Cluj-Napoca
1628178975-602,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament cu 3 camere, decomandat, 75 mp, zona Piata Marasti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz33330ai,3,75,1,Decomandat,370,1,Marasti,"Apartament cu 3 camere, decomandat, 75 mp, zona Piata Marasti", Vechi,1,Cluj,Cluj-Napoca
1628179054-636,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament cu 2 camere, 32mp, zona strazii Albac",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz49837ai,2,32,1,Semidecomandat,220,0,Gheorgheni,"Apartament cu 2 camere, 32mp, zona strazii Albac", Vechi,1,Cluj,Cluj-Napoca
1628179474-817,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament de inchiriat cu 2 camere in zona Piata Unirii, potrivit pentru sediu de birouri",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz57121ai,2,50,1,Decomandat,320,0,Central,"Apartament de inchiriat cu 2 camere in zona Piata Unirii, potrivit pentru sediu de birouri", Vechi,1,Cluj,Cluj-Napoca
1628179013-618,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament de lux, 2 camere, balcon, la prima inchiriere in centrul orasului!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz50852ai,2,64,1,Decomandat,800,1,Central,"Apartament de lux, 2 camere, balcon, la prima inchiriere in centrul orasului!", Nou,1,Cluj,Cluj-Napoca
1628179309-746,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 3 camere decomandate, 75 mp, terasa, balcon, parcare, zona strazii Traian Vuia",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-someseni-blitz68009ai,3,75,1,Decomandat,470,1,Someseni,"Apartament 3 camere decomandate, 75 mp, terasa, balcon, parcare, zona strazii Traian Vuia", Nou,1,Cluj,Cluj-Napoca
1628179606-874,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament cu 4 camere, 85 mp, zona strazii Viilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-zorilor-blitz59548ai,4,85,2,Decomandat,550,2,Zorilor,"Apartament cu 4 camere, 85 mp, zona strazii Viilor", Nou,1,Cluj,Cluj-Napoca
1628178982-605,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament cu 3 camere, semidecomandat, pet friendly, 80 mp , zona strazii Barbu Patriciu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz62526ai,3,80,1,Semidecomandat,360,1,Marasti,"Apartament cu 3 camere, semidecomandat, pet friendly, 80 mp , zona strazii Barbu Patriciu", Nou,1,Cluj,Cluj-Napoca
1628179038-629,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament de 2 camere, decomandat, modern/lux, 55mp, ac, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-intre-lacuri-blitz67302ai,2,55,1,Decomandat,500,1,Intre Lacuri,"Apartament de 2 camere, decomandat, modern/lux, 55mp, ac, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628180028-1056,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament cu 3 camere, spatios, 100 mp, zona Spitalului de Recuperare",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz69222ai,3,100,2,Semidecomandat,700,2,Zorilor,"Apartament cu 3 camere, spatios, 100 mp, zona Spitalului de Recuperare", Nou,1,Cluj,Cluj-Napoca
1628179224-709,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 2 camere decomandate la vila, 52mp, zona Cinema Marasti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz66103ai,2,52,1,Decomandat,300,0,Marasti,"Apartament 2 camere decomandate la vila, 52mp, zona Cinema Marasti", Nou,1,Cluj,Cluj-Napoca
1628179300-742,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament cu o camera, modern, loc parcare, zona Eroilor!",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-floresti-blitz46725ai,1,35,1,Semidecomandat,170,1,Floresti,"Apartament cu o camera, modern, loc parcare, zona Eroilor!", Nou,1,Cluj,Cluj-Napoca
1628179422-794,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament de 2 camere, 60 mp, zona strazii Bistritei",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz68363ai,2,60,1,Semidecomandat,350,1,Gheorgheni,"Apartament de 2 camere, 60 mp, zona strazii Bistritei", Vechi,1,Cluj,Cluj-Napoca
1628179101-656,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"3 camere, decomandat, 70 mp, parcare, zona strazii Calea Floresti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz65065ai,3,70,2,Decomandat,400,1,Manastur,"3 camere, decomandat, 70 mp, parcare, zona strazii Calea Floresti", Nou,1,Cluj,Cluj-Napoca
1628179372-773,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament cu 2 camere, 64 mp + loc de parcare, zona Dorobantilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz757ai,2,64,1,Decomandat,330,0,Marasti,"Apartament cu 2 camere, 64 mp + loc de parcare, zona Dorobantilor", Vechi,1,Cluj,Cluj-Napoca
1628179478-818,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 3 camere, 70 mp, pet friendly, 2 parcari, zona Nora Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz60980ai,3,70,1,Semidecomandat,360,2,Manastur,"Apartament 3 camere, 70 mp, pet friendly, 2 parcari, zona Nora Manastur", Nou,1,Cluj,Cluj-Napoca
1628179951-1023,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,Cum ar fi sa locuiesti in centrul Clujului? Piata Unirii,https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz48371ai,1,37,1,Decomandat,390,0,Central,Cum ar fi sa locuiesti in centrul Clujului? Piata Unirii, Vechi,1,Cluj,Cluj-Napoca
1628179494-825,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament cu 2 camere, decomandat, 80 mp, parcare, zona Centrala",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz68483ai,2,80,2,Decomandat,400,1,Central,"Apartament cu 2 camere, decomandat, 80 mp, parcare, zona Centrala", Vechi,1,Cluj,Cluj-Napoca
1628179613-877,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 2 camere open space, parcare subterana,50 mp, zona centrala",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz67086ai,2,50,1,Semidecomandat,450,1,Central,"Apartament 2 camere open space, parcare subterana,50 mp, zona centrala", Nou,1,Cluj,Cluj-Napoca
1628179022-622,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament 3 camere, 63 mp, prima inchiriere, zona Aurel Vlaicu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz42105ai,3,63,1,Semidecomandat,600,0,Marasti,"Apartament 3 camere, 63 mp, prima inchiriere, zona Aurel Vlaicu", Nou,1,Cluj,Cluj-Napoca
1628180017-1051,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament 2 camere, 42 mp, garaj, imobil nou, zona Mega Image",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-borhanci-blitz32373ai,2,42,2,Semidecomandat,360,1,Borhanci,"Apartament 2 camere, 42 mp, garaj, imobil nou, zona Mega Image", Nou,1,Cluj,Cluj-Napoca
1628178914-575,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament 2 camere, 45 mp, decomandat, parcare, zona strazii Mehedinti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz27670ai,2,45,1,Decomandat,280,1,Manastur,"Apartament 2 camere, 45 mp, decomandat, parcare, zona strazii Mehedinti", Nou,1,Cluj,Cluj-Napoca
1628179739-931,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament la prima inchiriere, 75 mp, garaj, zona Calea Turzii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz68788ai,3,75,2,Semidecomandat,600,2,Zorilor,"Apartament la prima inchiriere, 75 mp, garaj, zona Calea Turzii", Nou,1,Cluj,Cluj-Napoca
1628178896-568,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament 2 camere, decomandat, zona strazii Donath",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-grigorescu-blitz65964ai,2,55,1,Decomandat,260,1,Grigorescu,"Apartament 2 camere, decomandat, zona strazii Donath", Vechi,1,Cluj,Cluj-Napoca
1628179787-952,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,Vrei sa inchiriezi un apartament cochet? Avem oferta potrivita!,https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz41676ai,3,70,1,Semidecomandat,499,1,Marasti,Vrei sa inchiriezi un apartament cochet? Avem oferta potrivita!, Nou,1,Cluj,Cluj-Napoca
1628179899-1000,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament 2 camere, 40 mp, Pet Friendly, zona Mc Donalds",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz35142ai,2,40,1,Semidecomandat,275,1,Manastur,"Apartament 2 camere, 40 mp, Pet Friendly, zona Mc Donalds", Nou,1,Cluj,Cluj-Napoca
1628179722-923,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Garsoniera decomandata, 35 mp, recent renovata, zona Aleea Detunata",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-gheorgheni-blitz68768ai,1,35,1,Semidecomandat,200,0,Gheorgheni,"Garsoniera decomandata, 35 mp, recent renovata, zona Aleea Detunata", Nou,1,Cluj,Cluj-Napoca
1628179854-981,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament cu 1 cameră în zona străzii Republicii, 40 mp",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz68354ai,1,40,1,Decomandat,470,0,Central,"Apartament cu 1 cameră în zona străzii Republicii, 40 mp", Nou,1,Cluj,Cluj-Napoca
1628180048-1064,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"3 camere, decomandat, 78mp, parcare, zona Grigore Alexandrescu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz57167ai,3,78,1,Decomandat,500,1,Manastur,"3 camere, decomandat, 78mp, parcare, zona Grigore Alexandrescu", Vechi,1,Cluj,Cluj-Napoca
1628179011-617,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament 3 camere, decomandat, 65 mp, AC, Central",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz52823ai,3,65,1,Decomandat,700,0,Central,"Apartament 3 camere, decomandat, 65 mp, AC, Central", Nou,1,Cluj,Cluj-Napoca
1628180073-1075,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 2 camere, 64 mp, zona strazii Alverna, Gheorgheni",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz39359ai,2,64,1,Decomandat,400,1,Gheorgheni,"Apartament 2 camere, 64 mp, zona strazii Alverna, Gheorgheni", Nou,1,Cluj,Cluj-Napoca
1628180066-1072,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament superb cu 2 camere, 60 mp, garaj, pet friendly, zona Tetarom 1",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-grigorescu-blitz67858ai,2,60,1,Semidecomandat,600,1,Grigorescu,"Apartament superb cu 2 camere, 60 mp, garaj, pet friendly, zona Tetarom 1", Nou,1,Cluj,Cluj-Napoca
1628180089-1082,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 3 camere, 70 mp, prima inchiriere, zona strazii Meteor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz54362ai,3,70,2,Semidecomandat,550,1,Zorilor,"Apartament 3 camere, 70 mp, prima inchiriere, zona strazii Meteor", Nou,1,Cluj,Cluj-Napoca
1628179161-681,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament cu 2 camere, 57 mp, zona strazii Mircea Eliade",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz24120ai,2,57,1,Semidecomandat,400,0,Zorilor,"Apartament cu 2 camere, 57 mp, zona strazii Mircea Eliade", Vechi,1,Cluj,Cluj-Napoca
1628179065-641,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament 2 camere decomandate, 55 mp, parcare, zona Florilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz56486ai,2,55,1,Decomandat,230,1,Floresti,"Apartament 2 camere decomandate, 55 mp, parcare, zona Florilor", Nou,1,Cluj,Cluj-Napoca
